Nutrient/Item (unit),Year,Reg_Prov,Sex,Age (years),n,Mean,SE_Mean,P5,P5_SE,P10,P10_SE,P25,P25_SE,P50,P50_SE,P75,P75_SE,P90,P90_SE,P95,P95_SE,EAR,% <EAR,%<EAR_SE,p-value_%EAR,Both,Male,Female,AI,% >AI,%>AI_SE,p-value_%AI,UL,% >UL,%>UL_SE,AMDR,% below AMDR,% below AMDR_SE,% within AMDR,% within AMDR_SE,p-value  % within AMDR,% above AMDR,% above AMDR_SE,p-value % below AMDR,p-value % above AMDR,CDRR,% >CDRR,%>CDRR_SE,p-value_%CDRR,%Inadequacy,%Inadequacy_SE,p_value %Inadequacy,%  above AMDR_SE,p-value_%UL
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Female,9-13,75,53.8,1,48.7,1.7,49.7,1.5,51.6,1.2,53.8,1,55.9,1.2,57.8,1.5,58.9,1.8,,,,,,,53.8,,,,,,,,45-65,<3,,99.7529373699554,0.950929637768,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Male,14-18,87,51.1,1,43.3,1.4,45,1.3,47.9,1.1,51.1,1,54.2,1,57,1.1,58.7,1.3,,,,,,51.1,,,,,,,,,45-65,F,,89.8208463492904,4.52201482899087,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Female,14-18,81,55.1,0.9,48,1.5,49.7,1.3,52.2,1,55.1,0.9,57.9,1,60.5,1.3,62,1.5,,,,,,,55.1,,,,,,,,45-65,F,,98.1497457143518,1.96152626479028,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Male,19-30,70,48.7,1.4,37.6,1.7,40.1,1.6,44.2,1.5,48.7,1.4,53.1,1.5,57.4,1.7,59.6,1.8,,,,,,48.7,,,,,,,,,45-65,28.7759282329277,7.7E,70.5480042589987,7.48808622739707,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Female,19-30,101,53,1.1,47,3.5,48.4,2.8,50.7,1.8,53,1.1,55.4,1.6,57.7,2.6,59,3.3,,,,,,,53,,,,,,,,45-65,F,,98.5685389552415,4.28858663683331,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Male,31-50,109,48.4,1,36,1.4,39,1.2,43.6,1.1,48.5,1,53.4,1.2,57.8,1.4,60.4,1.6,,,,,,48.4,,,,,,,,,45-65,31.5262042659934,5.21127932183227,67.4662584952609,5.08153173312586,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Female,31-50,116,51.2,0.9,40.9,1.4,43,1.2,46.9,1,51.2,0.9,55.3,1,59.3,1.2,61.5,1.4,,,,,,,51.2,,,,,,,,45-65,16.5738520451038,4.3E,82.1652221140456,4.33598543573597,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Male,51-70,128,47,0.9,35.7,1.1,38.2,1,42.4,0.9,46.9,0.9,51.7,0.9,55.8,1.1,58.4,1.2,,,,,,47,,,,,,,,,45-65,38.3203289496523,4.89339292012829,61.2168023043514,4.75241440330164,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Female,51-70,146,49.7,0.9,38,1.2,40.8,1,45,0.9,49.7,0.9,54.5,1,58.6,1.1,61.1,1.2,,,,,,,49.7,,,,,,,,45-65,24.8566707058354,4.3E,73.7317715834211,4.05221517865465,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Male,71 years and over,65,51,0.9,40,1.2,42.3,1,46.5,1,51,1,55.6,1.1,59.5,1.2,61.9,1.3,,,,,,51,,,,,,,,,45-65,18.6472489619203,4.1E,79.4948231719865,3.91319213326952,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Female,71 years and over,94,50.7,0.9,41.6,1.2,43.8,1.1,47,0.9,50.6,0.9,54.3,0.9,57.8,1,59.9,1.1,,,,,,,50.7,,,,,,,,45-65,14.8153776728469,4.2E,84.6174620379549,4.1734499394497,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Male,19 years and over,372,47.9,0.6,36.3,0.8,38.9,0.7,43.1,0.7,47.9,0.6,52.6,0.7,57,0.7,59.6,0.7,,,,,,47.9,,,,,,,,,45-65,34.1326836646521,3.3512279747113,65.2770141294978,3.19235331973261,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Prince Edward Island,Female,19 years and over,457,50.8,0.5,40.8,0.8,43,0.7,46.6,0.6,50.8,0.5,54.9,0.5,58.6,0.7,60.8,0.8,,,,,,,50.8,,,,,,,,45-65,17.3167418011417,2.60201146623871,81.684674270472,2.63983778709951,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Both,1-3,89,52.1,0.9,43.5,1.3,45.5,1.2,48.6,1,52.1,1,55.8,1,58.9,1.1,60.6,1.2,,,,,52.1,,,,,,,,,,45-65,F,,90.9097896693256,3.29969103551183,0.046,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Both,4-8,83,55.6,0.8,48.6,1,50,0.9,52.8,0.8,55.6,0.7,58.5,0.8,61,0.9,62.6,0.9,,,,,55.6,,,,,,,,,,45-65,<3,,97.953961526847,1.20798436781006,0.316,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Male,9-13,69,54.6,0.8,47.7,1.1,49.1,1,51.8,0.9,54.6,0.8,57.4,0.9,60.1,1,61.7,1.1,,,,,,54.6,,,,,,,,,45-65,F,,98.0251683014041,1.23202911779448,0.878,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Female,9-13,75,54.5,0.9,49.2,1.6,50.3,1.4,52.3,1,54.5,0.9,56.7,1.1,58.7,1.5,59.8,1.7,,,,,,,54.5,,,,,,,,45-65,<3,,99.8336298758425,0.808367461012564,0.384,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Male,14-18,83,51.3,0.8,43.5,1.3,45.1,1.1,48.1,0.9,51.3,0.8,54.4,0.9,57.4,1.2,59,1.3,,,,,,51.3,,,,,,,,,45-65,F,,90.2478985719931,4.09574645758082,0.03,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Female,14-18,70,53.3,1.3,46.3,1.8,47.8,1.6,50.5,1.4,53.3,1.3,56.2,1.5,58.8,1.7,60.3,1.9,,,,,,,53.3,,,,,,,,45-65,F,,97.4210923603516,3.06435668792958,0.772,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Male,19-30,57,48.5,1.6,37.5,1.9,40,1.8,43.8,1.6,48.5,1.6,53.1,1.6,57.2,1.8,59.8,1.9,,,,,,48.5,,,,,,,,,45-65,31.0843091645341,8.4E,68.3844655394546,8.05694539560582,0.006,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Female,19-30,72,47.6,1.5,41.8,3.6,43.1,3,45.2,2.1,47.6,1.5,49.9,1.9,52.2,2.8,53.5,3.4,,,,,,,47.6,,,,,,,,45-65,F,,77.0361053706798,18.0E,0.063,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Male,31-50,136,45.9,1.2,33.9,1.7,36.5,1.5,41.1,1.3,46,1.2,50.9,1.2,55.2,1.4,57.5,1.5,,,,,,45.9,,,,,,,,,45-65,44.2533962933391,6.44981139792885,55.3155124680927,6.3059466534914,0.123,<3,,0.126,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Female,31-50,166,47.1,0.9,36.6,1.4,39,1.2,42.9,1,47.1,0.9,51.4,0.9,55.3,1.1,57.5,1.3,,,,,,,47.1,,,,,,,,45-65,36.8451019700338,5.47701937563297,62.9529119683266,5.42187000966077,0.101,<3,,0.101,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Male,51-70,152,46.9,1,35.7,1.2,38.3,1.2,42.4,1.1,46.8,1,51.4,1,55.7,1.1,58.1,1.2,,,,,,46.9,,,,,,,,,45-65,38.6306810287092,5.66753317045749,60.9459699115617,5.53220974561588,0.266,<3,,0.255,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Female,51-70,169,47.8,0.9,36.3,1.2,38.9,1.1,43,1,47.8,0.9,52.6,0.9,56.4,1,59,1.1,,,,,,,47.8,,,,,,,,45-65,34.1864014198036,4.83534304779255,65.3138680213696,4.67524013797924,0.012,<3,,0.009,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Male,71 years and over,77,49.1,1.1,37.6,1.5,39.9,1.4,44.6,1.1,49.2,1.1,53.7,1.1,57.9,1.2,60.3,1.3,,,,,,49.1,,,,,,,,,45-65,27.1634744617709,5.3E,72.076252203233,4.95108335005894,0.123,<3,,0.1,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Female,71 years and over,127,51.7,0.9,42.7,1.2,44.7,1.1,48,0.9,51.7,0.9,55.4,1,58.9,1.1,60.8,1.2,,,,,,,51.7,,,,,,,,45-65,11.0919598665957,3.6E,88.081829630226,3.53190751152076,0.108,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Male,19 years and over,422,46.8,0.6,35.1,0.8,37.8,0.7,42,0.7,46.9,0.6,51.6,0.7,55.9,0.7,58.4,0.8,,,,,,46.8,,,,,,,,,45-65,39.3338061177719,3.39094778926306,60.1260984264686,3.28696584079085,0.001,<3,,0.001,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Nova Scotia,Female,19 years and over,534,48.1,0.5,38,0.8,40.2,0.7,43.9,0.6,48.1,0.5,52.2,0.5,55.9,0.6,58.1,0.7,,,,,,,48.1,,,,,,,,45-65,30.9555949987188,3.16905547635942,68.6955760205282,3.1709088099059,<0.001,<3,,<0.001,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Both,1-3,112,54.3,0.9,45.9,1.2,47.6,1.1,50.7,1,54.3,0.9,57.8,1,60.9,1.1,62.7,1.2,,,,,54.3,,,,,,,,,,45-65,F,,94.8998165985583,2.23716206512345,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Both,4-8,177,56.2,0.7,49,0.9,50.7,0.8,53.3,0.7,56.1,0.7,59,0.8,61.7,0.8,63.3,0.9,,,,,56.2,,,,,,,,,,45-65,<3,,97.4212222969455,1.32929712749962,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Male,9-13,111,55.8,0.8,48.9,1,50.3,0.9,52.9,0.8,55.9,0.8,58.8,0.9,61.2,1,62.6,1.1,,,,,,55.8,,,,,,,,,45-65,<3,,98.1298029169306,1.36190465274826,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Female,9-13,105,55.1,0.9,49.9,1.6,51,1.3,52.9,1,55,0.9,57.2,1.1,59.2,1.5,60.3,1.7,,,,,,,55.1,,,,,,,,45-65,<3,,99.7018107446821,0.71068710653787,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Male,14-18,113,52.8,0.9,45.3,1.3,46.9,1.2,49.6,1,52.9,0.9,56,1,59,1.2,60.6,1.3,,,,,,52.8,,,,,,,,,45-65,F,,95.0551162906802,3.11544780308727,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Female,14-18,120,55.9,1.3,49,1.7,50.3,1.6,53,1.4,55.9,1.3,58.8,1.5,61.4,1.7,62.9,1.9,,,,,,,55.9,,,,,,,,45-65,<3,,97.9539174017119,2.51802699623389,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Male,19-30,91,51.5,1.5,40.7,1.8,43,1.7,47,1.5,51.4,1.5,56.1,1.5,60,1.6,62.5,1.7,,,,,,51.5,,,,,,,,,45-65,F,,81.2807275862984,5.34152936707828,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Female,19-30,91,51.3,1.5,45.5,3.5,46.9,2.8,48.9,2,51.4,1.5,53.7,2,55.8,2.9,57.1,3.5,,,,,,,51.3,,,,,,,,45-65,F,,96.424618608174,7.66981286048825,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Male,31-50,101,47.1,1.1,35.4,1.6,37.9,1.4,42.2,1.2,47.3,1.1,52,1.2,56.3,1.3,58.8,1.4,,,,,,47.1,,,,,,,,,45-65,38.0968832403637,5.91572864621309,61.3993251011112,5.76233537607931,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Female,31-50,159,48.2,0.8,37.8,1.3,40.2,1.1,44,0.9,48.2,0.8,52.4,0.9,56.2,1.2,58.6,1.3,,,,,,,48.2,,,,,,,,45-65,30.5952255323123,4.759674625628,69.0555605908944,4.70772941914862,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Male,51-70,134,47.6,1.1,36.5,1.3,38.9,1.2,43.1,1.1,47.6,1.1,52.1,1.1,56.2,1.2,58.9,1.3,,,,,,47.6,,,,,,,,,45-65,34.9295414955329,6.0E,64.4339407043886,5.79552948776385,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Female,51-70,174,49.3,0.9,37.8,1.3,40.4,1.1,44.6,1,49.3,0.9,53.9,1,58.1,1.1,60.6,1.2,,,,,,,49.3,,,,,,,,45-65,26.7686979259295,4.6E,72.1472946837051,4.32843483303199,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Male,71 years and over,56,50.2,1.1,39.1,1.4,41.5,1.4,45.8,1.2,50.4,1.1,54.8,1.2,58.7,1.3,61.1,1.4,,,,,,50.2,,,,,,,,,45-65,21.7490465633525,5.0E,76.945988706336,4.62052626804568,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Female,71 years and over,80,53.2,0.9,43.9,1.2,46,1.1,49.5,1,53.2,0.9,56.9,1,60.6,1.1,62.3,1.2,,,,,,,53.2,,,,,,,,45-65,F,,90.9070237972859,2.91578058270667,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Male,19 years and over,382,48.3,0.6,36.7,0.8,39.2,0.7,43.4,0.7,48.3,0.6,53.1,0.6,57.3,0.7,59.9,0.7,,,,,,48.3,,,,,,,,,45-65,32.5766288089028,3.28499011568977,66.5536217325855,3.15225110333503,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,Nova Scotia,Female,19 years and over,504,49.8,0.5,39.7,0.8,41.9,0.7,45.7,0.6,49.8,0.5,54,0.6,57.8,0.7,60,0.8,,,,,,,49.8,,,,,,,,45-65,21.6254396829155,2.76378640784589,77.6376024024166,2.77582544787466,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Both,1-3,62,52.4,1.2,44,1.4,45.9,1.3,48.9,1.2,52.4,1.2,55.9,1.2,59,1.3,60.9,1.5,,,,,52.4,,,,,,,,,,45-65,F,,91.9484033561529,3.97384170635252,0.362,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Both,4-8,83,56.5,0.8,49.6,1,51.1,0.9,53.6,0.8,56.5,0.8,59.4,0.8,62,0.9,63.6,1,,,,,56.5,,,,,,,,,,45-65,<3,,97.2777524237339,1.31122343698441,0.243,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Male,9-13,66,53.7,1.6,46.6,1.8,48.2,1.7,50.8,1.7,53.7,1.6,56.6,1.7,59.1,1.7,60.6,1.7,,,,,,53.7,,,,,,,,,45-65,F,,97.7906913437256,3.61785688607488,0.719,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Female,9-13,71,55.3,1.3,50,1.9,51.2,1.7,53.2,1.4,55.3,1.3,57.5,1.5,59.5,1.8,60.7,2,,,,,,,55.3,,,,,,,,45-65,<3,,99.8140509079152,0.973087171855629,0.93,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Male,14-18,59,51.2,0.9,43.6,1.3,45.2,1.2,48,1,51.2,0.9,54.5,1,57.4,1.2,59.2,1.3,,,,,,51.2,,,,,,,,,45-65,F,,90.5900115370616,4.15762164086125,0.088,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Female,14-18,83,53,0.9,46,1.5,47.6,1.2,50.1,1,53,0.9,55.9,1.1,58.4,1.3,60,1.6,,,,,,,53,,,,,,,,45-65,F,,96.7278858602235,2.39612543684941,0.395,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Male,19-30,37,48.9,1.8,37.8,2,40.3,1.9,44.5,1.8,48.9,1.8,53.6,1.8,57.7,2,59.8,2,,,,,,48.9,,,,,,,,,45-65,28.0740269381358,8.9E,71.2164591652867,8.46839314593998,0.012,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Female,19-30,55,49,1.2,43,3.7,44.4,3,46.4,2.1,49,1.2,51.4,1.6,53.7,2.5,55.2,3.2,,,,,,,49,,,,,,,,45-65,F,,84.8429932681866,12.0176826826467,0.061,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Male,31-50,118,47.2,1.1,35,1.5,38.1,1.5,42.5,1.3,47.2,1.1,52,1.1,56.4,1.3,58.8,1.4,,,,,,47.2,,,,,,,,,45-65,38.3256509808598,5.77512953963433,61.1598821505885,5.68039917497874,0.127,<3,,0.117,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Female,31-50,156,50.1,0.9,39.9,1.4,42,1.2,45.8,1,50.1,0.9,54.4,1,58.1,1.1,60.4,1.3,,,,,,,50.1,,,,,,,,45-65,21.2207743850682,4.8E,77.915094538577,4.82129757580801,0.117,<3,,0.102,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Male,51-70,123,46.2,1,35,1.2,37.4,1.1,41.4,1,46.3,1,50.8,1.1,54.8,1.2,57.2,1.3,,,,,,46.2,,,,,,,,,45-65,42.9109184756839,5.69976689784219,56.8229204376647,5.58121827341332,0.365,<3,,0.323,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Female,51-70,159,49,0.8,37.6,1.1,40.2,1,44.4,0.9,49.1,0.8,53.5,0.9,57.8,1,60.3,1.1,,,,,,,49,,,,,,,,45-65,27.6854193783072,4.27706804859843,71.3600246965279,4.14425443846402,0.022,<3,,0.014,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Male,71 years and over,93,48.8,1.1,37.3,1.4,40.1,1.3,44.3,1.1,48.9,1.1,53.6,1.2,57.6,1.3,60.1,1.4,,,,,,48.8,,,,,,,,,45-65,28.4247968427057,5.5E,70.8395387428543,5.35097392456774,0.116,<3,,0.117,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Female,71 years and over,93,51.7,0.8,42.9,1.1,44.6,1,47.9,0.8,51.8,0.8,55.5,0.9,58.7,1,60.7,1.1,,,,,,,51.7,,,,,,,,45-65,11.2231576713648,3.5E,87.9374871971258,3.55410868176486,0.138,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Male,19 years and over,371,47.2,0.7,35.7,0.9,38.2,0.8,42.4,0.7,47.2,0.6,52,0.7,56.5,0.8,59.1,0.9,,,,,,47.2,,,,,,,,,45-65,38.1652194686796,3.46481783017902,61.2221522245592,3.36251322619433,0.001,<3,,<0.001,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,New Brunswick,Female,19 years and over,463,49.8,0.5,39.8,0.8,41.9,0.7,45.7,0.5,49.8,0.5,53.9,0.5,57.7,0.6,59.9,0.7,,,,,,,49.8,,,,,,,,45-65,21.6302141451487,2.74222478260387,77.7062486974305,2.77717092851196,<0.001,<3,,<0.001,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Both,1-3,99,54.6,1.1,46.2,1.3,47.9,1.2,51,1.1,54.6,1.1,58.1,1.2,61.2,1.3,63.3,1.5,,,,,54.6,,,,,,,,,,45-65,F,,94.3130295701186,2.26031980596087,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Both,4-8,140,57.1,0.8,49.9,0.9,51.7,0.9,54.2,0.8,57.1,0.8,59.9,0.9,62.6,1,64.2,1,,,,,57.1,,,,,,,,,,45-65,<3,,96.5070078237876,1.63491177988835,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Male,9-13,92,54.7,1.6,47.9,1.8,49.3,1.7,51.7,1.6,54.7,1.6,57.5,1.6,60.1,1.7,61.8,1.7,,,,,,54.7,,,,,,,,,45-65,F,,98.32397375797,2.40072354943943,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Female,9-13,79,55.8,1.3,50.5,1.9,51.7,1.7,53.7,1.4,55.9,1.3,58,1.5,59.9,1.8,61,2,,,,,,,55.8,,,,,,,,45-65,<3,,99.7951426719349,1.13425230785262,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Male,14-18,107,52.7,0.9,44.9,1.4,46.7,1.2,49.6,1,52.7,0.9,55.8,0.9,58.9,1.1,60.6,1.3,,,,,,52.7,,,,,,,,,45-65,F,,94.1778471692095,2.96726801810616,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Female,14-18,104,55.5,0.8,48.6,1.4,50.2,1.2,52.6,1,55.5,0.9,58.4,1,61.1,1.3,62.6,1.5,,,,,,,55.5,,,,,,,,45-65,<3,,97.8565857481281,1.91187583883764,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Male,19-30,73,52.6,1.8,41.6,2,44.2,2,48.2,1.9,52.6,1.8,57,1.8,60.9,1.9,63.3,2,,,,,,52.6,,,,,,,,,45-65,F,,84.7125153157136,6.10808454252648,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Female,19-30,101,52.8,1.2,46.8,3.5,48.2,2.9,50.4,1.8,52.8,1.2,55.3,1.7,57.5,2.6,58.8,3.3,,,,,,,52.8,,,,,,,,45-65,F,,98.4797959642271,4.3971401338936,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Male,31-50,134,48.2,1.1,36.1,1.6,39,1.5,43.4,1.2,48.3,1.1,53,1.1,57.5,1.4,60,1.5,,,,,,48.2,,,,,,,,,45-65,32.2215007567812,5.9E,66.8431755449477,5.70302314445734,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Female,31-50,143,51.1,0.8,41,1.3,43.1,1.1,46.8,0.9,51.2,0.9,55.2,1,59.2,1.2,61.7,1.4,,,,,,,51.1,,,,,,,,45-65,16.4415402495034,4.1E,82.132776385441,4.17009993795331,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Male,51-70,131,46.9,1,35.8,1.2,38.1,1.1,42.2,1,46.8,1,51.7,1.1,55.8,1.2,58.3,1.4,,,,,,46.9,,,,,,,,,45-65,39.6660671485692,5.64154330977487,59.7571464972484,5.48707615293212,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Female,51-70,193,50.6,0.8,39.1,1.2,41.8,1,45.9,0.9,50.6,0.8,55.3,0.9,59.5,1,61.9,1.1,,,,,,,50.6,,,,,,,,45-65,21.1026590207171,3.8E,77.1165398333769,3.64058739218531,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Male,71 years and over,55,49.9,1.1,38.9,1.4,41.3,1.3,45.4,1.2,50,1.2,54.5,1.2,58.6,1.3,60.8,1.4,,,,,,49.9,,,,,,,,,45-65,23.1259556264274,5.4E,75.9256077507857,5.1941729361681,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Female,71 years and over,94,53.1,0.8,43.7,1.1,45.8,1,49.4,0.9,53.1,0.8,56.9,0.9,60.2,1,62.3,1.1,,,,,,,53.1,,,,,,,,45-65,F,,90.5220297800135,2.92930681230182,,F,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Male,19 years and over,393,48.6,0.6,37,0.8,39.6,0.8,43.9,0.7,48.6,0.6,53.4,0.7,57.5,0.7,60.1,0.8,,,,,,48.6,,,,,,,,,45-65,30.3163143285457,3.40320577322072,68.7070903242742,3.2723137756393,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2004,New Brunswick,Female,19 years and over,531,51.5,0.5,41.5,0.8,43.7,0.7,47.3,0.5,51.4,0.5,55.7,0.5,59.4,0.7,61.6,0.8,,,,,,,51.5,,,,,,,,45-65,14.3784947472425,2.29681562477752,84.3361991237646,2.40025518777315,,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Quebec,Both,1-3,198,51.7,0.7,43.1,1.1,45,1,48.2,0.8,51.7,0.7,55.3,0.8,58.5,1,60.2,1.1,,,,,51.7,,,,,,,,,,45-65,10.0556684706273,3.2E,89.4814211061403,3.19923402444518,0.006,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Quebec,Both,4-8,195,53.5,0.5,46.5,0.8,48,0.7,50.6,0.6,53.5,0.5,56.3,0.5,58.9,0.6,60.4,0.7,,,,,53.5,,,,,,,,,,45-65,F,,97.2703271661593,1.30352983858191,0.476,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Quebec,Male,9-13,177,53.3,0.6,46.4,0.8,47.9,0.7,50.4,0.6,53.3,0.6,56.1,0.6,58.7,0.8,60.1,0.9,,,,,,53.3,,,,,,,,,45-65,F,,97.0970179453124,1.46721804686114,0.122,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Quebec,Female,9-13,117,54.4,0.7,49,1.6,50.2,1.3,52.2,0.9,54.4,0.7,56.6,0.9,58.6,1.4,59.7,1.6,,,,,,,54.4,,,,,,,,45-65,<3,,99.7250668226684,0.802966656713975,0.342,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Quebec,Male,14-18,124,51.4,0.8,43.4,1.2,45.3,1,48.2,0.8,51.4,0.8,54.6,0.9,57.5,1.2,59,1.3,,,,,,51.4,,,,,,,,,45-65,F,,90.8868655692956,3.38108472643275,0.044,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Quebec,Female,14-18,116,51.2,0.7,44.1,1.5,45.6,1.3,48.3,0.9,51.2,0.7,54,0.9,56.6,1.2,58,1.4,,,,,,,51.2,,,,,,,,45-65,F,,92.6264775791789,4.27223694324241,0.056,<3,,,,,,,,,,,,
Percentage of total energy intake from carbohydrates,2015,Quebec,Male,19-30,140,46.3,1.1,35.6,1.6,37.9,1.4,41.9,1.2,46.4,1.1,50.6,1.1,55,1.3,57.3,1.4,,,,,,46.3,,,,,,,,,45-65,41.9181350332309,6.50502244481363,57.8652490880806,6.44683313641636,0.002,<3,,0.001,,,,,,,,,,
