Nutrient/Item (unit),Year,Reg_Prov,Sex,Age (years),n,Mean,SE_Mean,P5,P5_SE,P10,P10_SE,P25,P25_SE,P50,P50_SE,P75,P75_SE,P90,P90_SE,P95,P95_SE,AI,% >AI,%>AI_SE,p-value_%>AI,UL,% >UL,%>UL_SE,p-value_%>UL,EAR,% <EAR,%<EAR_SE,p-value_%<EAR,AMDR,%<AMDR,%<AMDR_SE,p-value_%<AMDR,%withinAMDR,%withinAMDR_SE,p-value_%withinAMDR,%>AMDR,%>AMDR_SE,p-value_%>AMDR,Male,Female,Both
Cholesterol (mg/d),2015,Manitoba,Female,51-70,138,236.19,13.21,122.28,12.49,141.48,12.39,177.22,12.1,227.05,13.33,283.41,15.47,341.08,19.95,386.09,24.28,,,,,,,,,,,,,,,,,,,,,,,,236.19,
Cholesterol (mg/d),2015,Manitoba,Male,71 years and over,80,284.44,17.77,169.44,23.55,190.93,21.91,226.32,18.82,274.39,17.55,333.28,22.22,391.65,31.92,429.63,40.01,,,,,,,,,,,,,,,,,,,,,,,284.44,,
Cholesterol (mg/d),2015,Manitoba,Female,71 years and over,113,193.21,11.09,88.53,9.25,104.71,9.24,138.22,9.54,182.5,10.67,236.22,13.49,296.11,19.03,333.66,22.32,,,,,,,,,,,,,,,,,,,,,,,,193.21,
Cholesterol (mg/d),2015,Manitoba,Male,19 years and over,396,312.21,11.08,144.33,10.43,171.63,10.45,222.86,10.25,296.5,10.94,382.18,13.81,476.19,19.3,533.15,24.75,,,,,,,,,,,,,,,,,,,,,,,312.21,,
Cholesterol (mg/d),2015,Manitoba,Female,19 years and over,464,217.31,7.61,97.56,6.71,116.29,6.84,153.74,6.82,205.36,7.44,267.41,9.58,333.42,13.12,377.41,15.93,,,,,,,,,,,,,,,,,,,,,,,,217.31,
Cholesterol (mg/d),2004,Manitoba,Both,1-3,324,162.34,9.1,68.14,9.2,83.47,8.89,112.77,8.74,152.61,9.11,201.69,11.22,253.66,15.39,289.54,19.1,,,,,,,,,,,,,,,,,,,,,,,,,162.34
Cholesterol (mg/d),2004,Manitoba,Both,4-8,425,189.93,10.61,110.94,16.7,124.82,15.25,150.54,12.63,183.92,10.8,222.48,13.05,263.21,19.63,289.89,24.99,,,,,,,,,,,,,,,,,,,,,,,,,189.93
Cholesterol (mg/d),2004,Manitoba,Male,9-13,274,237.67,13.86,139.48,20.1,156.35,18.43,187.82,15.77,229.51,14.16,278.71,16.63,329.56,23.43,365.57,29.62,,,,,,,,,,,,,,,,,,,,,,,237.67,,
Cholesterol (mg/d),2004,Manitoba,Female,9-13,265,199.63,10.92,117.79,11.47,131.86,11.1,158.96,10.65,193.71,10.9,234.03,12.87,274.01,16.74,300.92,19.88,,,,,,,,,,,,,,,,,,,,,,,,199.63,
Cholesterol (mg/d),2004,Manitoba,Male,14-18,297,301.83,24.32,138.37,16.81,163.65,17.73,212.43,20.47,282.29,23.74,369.74,29.19,465.59,36.95,535.13,42.75,,,,,,,,,,,,,,,,,,,,,,,301.83,,
Cholesterol (mg/d),2004,Manitoba,Female,14-18,290,191.68,11.62,96.08,12.54,111.89,12.28,142.16,11.68,182.63,11.73,231.43,14.06,282.7,19.23,319.98,23.65,,,,,,,,,,,,,,,,,,,,,,,,191.68,
Cholesterol (mg/d),2004,Manitoba,Male,19-30,249,334.83,29.04,144.04,27E,172.04,27.39,231.23,27.39,314.47,28.65,414.48,35.29,525.18,48.05,597.74,58.58,,,,,,,,,,,,,,,,,,,,,,,334.83,,
Cholesterol (mg/d),2004,Manitoba,Female,19-30,197,192.84,14.98,106.37,18E,121.13,17.19,150.04,15.46,186.48,14.94,228.92,17.71,272.14,23.89,301.49,28.96,,,,,,,,,,,,,,,,,,,,,,,,192.84,
Cholesterol (mg/d),2004,Manitoba,Male,31-50,309,333.69,19.08,150.36,20.97,180.42,20.5,236.61,19.59,312.74,19.42,409.61,23.37,512.5,33.56,584.33,42.84,,,,,,,,,,,,,,,,,,,,,,,333.69,,
Cholesterol (mg/d),2004,Manitoba,Female,31-50,312,235.46,17.38,97.39,15.33,118.56,15.53,161.32,16.01,221.21,17.4,294.02,21.4,373.21,28.88,423.62,34.21,,,,,,,,,,,,,,,,,,,,,,,,235.46,
Cholesterol (mg/d),2004,Manitoba,Male,51-70,277,285.45,17.73,138.12,18.73,162.99,18.52,209.78,18.09,272.59,18.1,347.21,20.39,424.15,26.3,474.91,31.86,,,,,,,,,,,,,,,,,,,,,,,285.45,,
Cholesterol (mg/d),2004,Manitoba,Female,51-70,312,258.43,13.91,133.74,11.91,154.85,11.99,195.37,12.31,247.63,13.46,310.08,16.88,374.11,21.85,416.89,25.98,,,,,,,,,,,,,,,,,,,,,,,,258.43,
Cholesterol (mg/d),2004,Manitoba,Male,71 years and over,136,294.28,18.43,174.54,24.6,194.83,22.98,234.0,20.02,284.6,18.4,343.17,22.58,406.23,32.4,444.26,40.4,,,,,,,,,,,,,,,,,,,,,,,294.28,,
Cholesterol (mg/d),2004,Manitoba,Female,71 years and over,239,194.61,10.85,90.63,9.29,107.65,9.45,140.42,9.7,185.62,10.84,238.66,13.28,293.01,17.04,331.28,20.51,,,,,,,,,,,,,,,,,,,,,,,,194.61,
Cholesterol (mg/d),2004,Manitoba,Male,19 years and over,971,318.56,10.78,146.45,10.97,174.68,10.88,228.22,10.62,301.62,10.83,391.54,13.17,484.44,18.15,548.87,22.34,,,,,,,,,,,,,,,,,,,,,,,318.56,,
Cholesterol (mg/d),2004,Manitoba,Female,19 years and over,1060,227.0,7.88,105.13,7.02,124.89,7.15,162.73,7.21,215.08,7.81,278.06,9.61,344.74,12.75,389.9,15.5,,,,,,,,,,,,,,,,,,,,,,,,227.0,
Calcium (mg/d),2015,Manitoba,Both,1-3,108,940.0,43.0,453,33,542.0,34,696.0,37.0,907.0,43.0,1141.0,51.0,1390.0,63.0,1550.0,72.0,,,,,2500.0,<3,,,500.0,7.6,2.1E,0.057999999999999996,,,,,,,,,,,,,940.0
Calcium (mg/d),2015,Manitoba,Both,4-8,86,944.0,33.0,559,37,635.0,37,764.0,35.0,924.0,34.0,1102.0,38.0,1282.0,48.0,1397.0,58.0,,,,,2500.0,<3,,,800.0,30.7,5.1E,1.02567650148706e-05,,,,,,,,,,,,,944.0
Calcium (mg/d),2015,Manitoba,Male,9-13,59,944.0,52.0,482,46,568.0,46,703.0,49.0,905.0,52.0,1142.0,60.0,1384.0,72.0,1546.0,83.0,,,,,3000.0,<3,,,1100.0,71.1,5.4,3.37515781907072e-07,,,,,,,,,,,944.0,,
Calcium (mg/d),2015,Manitoba,Female,9-13,75,948.0,48.0,524,42,597.0,42,726.0,43.0,914.0,47.0,1127.0,55.0,1344.0,68.0,1516.0,85.0,,,,,3000.0,<3,,,1100.0,72.3,5.4,0.0135572892,,,,,,,,,,,,948.0,
Calcium (mg/d),2015,Manitoba,Male,14-18,72,1207.0,73.0,610,61,703.0,63,897.0,64.0,1155.0,71.0,1458.0,89.0,1777.0,117.0,1982.0,137.0,,,,,3000.0,<3,,,1100.0,45.0,7,0.002,,,,,,,,,,,1207.0,,
Calcium (mg/d),2015,Manitoba,Female,14-18,66,887.0,51.0,399,37,479.0,40,627.0,44.0,836.0,51.0,1085.0,60.0,1365.0,76.0,1575.0,96.0,,,,,3000.0,<3,,,1100.0,75.9,4.5,0.43645165490000004,,,,,,,,,,,,887.0,
Calcium (mg/d),2015,Manitoba,Male,19-30,68,1010.0,100.0,457,78E,544.0,79,723.0,83.0,955.0,97.0,1239.0,123.0,1548.0,161.0,1763.0,194.0,,,,,2500.0,<3,,,800.0,33.2,9.7E,0.3673973362,,,,,,,,,,,1010.0,,
Calcium (mg/d),2015,Manitoba,Female,19-30,66,758.0,49.0,358,36,421.0,37,540.0,42.0,716.0,47.0,932.0,60.0,1133.0,78.0,1310.0,95.0,,,,,2500.0,<3,,,800.0,61.4,6.5,0.2231094259,,,,,,,,,,,,758.0,
Calcium (mg/d),2015,Manitoba,Male,31-50,104,851.0,49.0,370,33,450.0,34,599.0,39.0,783.0,48.0,1047.0,61.0,1335.0,79.0,1538.0,95.0,,,,,2500.0,<3,,,800.0,51.5,5.6,0.0285594396,,,,,,,,,,,851.0,,
Calcium (mg/d),2015,Manitoba,Female,31-50,147,675.0,42.0,397,50,445.0,48,535.0,44.0,650.0,44.0,790.0,48.0,937.0,62.0,1033.0,76.0,,,,,2500.0,<3,,,800.0,76.7,7.3,0.0012320985,,,,,,,,,,,,675.0,
Calcium (mg/d),2015,Manitoba,Male,51-70,144,727.0,32.0,321,26,386.0,26,512.0,27.0,684.0,31.0,896.0,40.0,1116.0,53.0,1280.0,64.0,,,,,2000.0,<3,,,800.0,64.6,4.2,0.6524783876,,,,,,,,,,,727.0,,
Calcium (mg/d),2015,Manitoba,Female,51-70,138,792.0,32.0,413,27,476.0,28,594.0,29.0,759.0,32.0,948.0,38.0,1144.0,47.0,1299.0,57.0,,,,,2000.0,<3,,,1000.0,80.2,3.4,0.078744436,,,,,,,,,,,,792.0,
Calcium (mg/d),2015,Manitoba,Male,71 years and over,80,759.0,39.0,350,27,418.0,29,535.0,32.0,707.0,38.0,932.0,48.0,1169.0,63.0,1330.0,77.0,,,,,2000.0,<3,,,1000.0,80.5,3.8,0.8478135416,,,,,,,,,,,759.0,,
Calcium (mg/d),2015,Manitoba,Female,71 years and over,113,621.0,28.0,316,25,363.0,25,461.0,26.0,589.0,28.0,746.0,34.0,922.0,46.0,1033.0,56.0,,,,,2000.0,<3,,,1000.0,93.6,2,0.32799999999999996,,,,,,,,,,,,621.0,
Calcium (mg/d),2015,Manitoba,Male,19 years and over,396,831.0,27.0,363,18,434.0,19,571.0,22.0,775.0,26.0,1023.0,34.0,1307.0,45.0,1485.0,57.0,,,,,,,,,,,,,,,,,,,,,,,831.0,,
Calcium (mg/d),2015,Manitoba,Female,19 years and over,464,719.0,21.0,369,19,425.0,20,536.0,20.0,686.0,21.0,865.0,25.0,1055.0,31.0,1182.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,719.0,
Calcium (mg/d),2004,Manitoba,Both,1-3,324,1005.0,44.0,494,34,585.0,35,751.0,38.0,966.0,44.0,1219.0,52.0,1477.0,62.0,1650.0,71.0,,,,,2500.0,<3,,,500.0,5.2,1.5E,,,,,,,,,,,,,,1005.0
Calcium (mg/d),2004,Manitoba,Both,4-8,425,1062.0,35.0,649,42,727.0,41,867.0,38.0,1041.0,36.0,1233.0,39.0,1428.0,49.0,1551.0,58.0,,,,,2500.0,<3,,,800.0,16.8,4.5E,,,,,,,,,,,,,,1062.0
Calcium (mg/d),2004,Manitoba,Male,9-13,274,1122.0,57.0,590,49,679.0,50,847.0,52.0,1074.0,57.0,1346.0,67.0,1629.0,83.0,1830.0,101.0,,,,,3000.0,<3,,,1100.0,52.8,6.3,,,,,,,,,,,,1122.0,,
Calcium (mg/d),2004,Manitoba,Female,9-13,265,1030.0,49.0,571,41,648.0,40,799.0,42.0,994.0,48.0,1223.0,58.0,1453.0,72.0,1608.0,83.0,,,,,3000.0,<3,,,1100.0,63.1,5.7,,,,,,,,,,,,,1030.0,
Calcium (mg/d),2004,Manitoba,Male,14-18,297,1347.0,76.0,714,63,820.0,64,1017.0,67.0,1287.0,74.0,1612.0,92.0,1955.0,119.0,2198.0,144.0,,,,,3000.0,<3,,,1100.0,32.8,6.4E,,,,,,,,,,,,1347.0,,
Calcium (mg/d),2004,Manitoba,Female,14-18,290,916.0,52.0,414,35,494.0,37,650.0,42.0,863.0,50.0,1125.0,63.0,1404.0,81.0,1610.0,92.0,,,,,3000.0,<3,,,1100.0,73.2,4.8,,,,,,,,,,,,,916.0,
Calcium (mg/d),2004,Manitoba,Male,19-30,249,1073.0,101.0,507,82,590.0,85,765.0,90.0,1011.0,99.0,1308.0,120.0,1640.0,153.0,1859.0,181.0,,,,,2500.0,<3,,,800.0,28.3,9.1E,,,,,,,,,,,,1073.0,,
Calcium (mg/d),2004,Manitoba,Female,19-30,197,800.0,52.0,380,38,446.0,39,581.0,42.0,759.0,49.0,975.0,63.0,1204.0,82.0,1363.0,95.0,,,,,2500.0,<3,,,800.0,55.5,6.8,,,,,,,,,,,,,800.0,
Calcium (mg/d),2004,Manitoba,Male,31-50,309,915.0,49.0,407,32,487.0,34,638.0,39.0,848.0,47.0,1124.0,61.0,1426.0,80.0,1642.0,97.0,,,,,2500.0,<3,,,800.0,44.1,5.2,,,,,,,,,,,,915.0,,
Calcium (mg/d),2004,Manitoba,Female,31-50,312,760.0,46.0,459,53,511.0,51,610.0,47.0,739.0,46.0,887.0,54.0,1041.0,71.0,1137.0,87.0,,,,,2500.0,<3,,,800.0,62.2,9,,,,,,,,,,,,,760.0,
Calcium (mg/d),2004,Manitoba,Male,51-70,277,739.0,34.0,333,26,397.0,26,522.0,29.0,695.0,33.0,909.0,41.0,1138.0,54.0,1293.0,66.0,,,,,2000.0,<3,,,800.0,63.4,4.3,,,,,,,,,,,,739.0,,
Calcium (mg/d),2004,Manitoba,Female,51-70,312,823.0,35.0,423,26,490.0,28,618.0,30.0,785.0,33.0,988.0,41.0,1199.0,51.0,1342.0,60.0,,,,,2000.0,<3,,,1000.0,76.2,3.9,,,,,,,,,,,,,823.0,
Calcium (mg/d),2004,Manitoba,Male,71 years and over,136,763.0,42.0,347,28,409.0,31,536.0,36.0,712.0,42.0,932.0,52.0,1183.0,68.0,1342.0,82.0,,,,,2000.0,<3,,,1000.0,80.0,4.1,,,,,,,,,,,,763.0,,
Calcium (mg/d),2004,Manitoba,Female,71 years and over,239,661.0,31.0,344,27,396.0,27,496.0,27.0,633.0,30.0,795.0,37.0,961.0,48.0,1079.0,58.0,,,,,2000.0,<3,,,1000.0,92.3,2.5,,,,,,,,,,,,,661.0,
Calcium (mg/d),2004,Manitoba,Male,19 years and over,971,884.0,28.0,387,19,463.0,20,612.0,23.0,823.0,27.0,1093.0,34.0,1384.0,44.0,1592.0,53.0,,,,,,,,,,,,,,,,,,,,,,,884.0,,
Calcium (mg/d),2004,Manitoba,Female,19 years and over,1060,778.0,21.0,411,19,472.0,20,587.0,21.0,744.0,22.0,931.0,25.0,1129.0,32.0,1263.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,778.0,
Vitamin D (mcg/d),2015,Quebec,Both,1-3,198,6.6,0.3,2.2,0.2,2.9,0.2,4.3,0.2,6.2,0.3,8.4,0.3,10.8,0.4,12.2,0.5,,,,,63.0,0,0,,10.0,86.4,2,0.5619713281000001,,,,,,,,,,,,,6.6
Vitamin D (mcg/d),2015,Quebec,Both,4-8,195,5.7,0.2,2.6,0.2,3.1,0.2,4.1,0.2,5.4,0.2,7.0,0.3,8.6,0.4,9.7,0.5,,,,,75.0,0,0,,10.0,95.9,1.3,0.0,,,,,,,,,,,,,5.7
Vitamin D (mcg/d),2015,Quebec,Male,9-13,177,6.1,0.3,2.7,0.3,3.2,0.3,4.3,0.3,5.7,0.3,7.5,0.4,9.4,0.5,10.5,0.6,,,,,100.0,0,0,,10.0,93.0,2.2,6.83941961179069e-06,,,,,,,,,,,6.1,,
Vitamin D (mcg/d),2015,Quebec,Female,9-13,117,5.5,0.3,2.0,0.2,2.6,0.2,3.7,0.2,5.1,0.3,7.0,0.4,9.0,0.5,10.3,0.6,,,,,100.0,0,0,,10.0,94.1,1.8,0.052000000000000005,,,,,,,,,,,,5.5,
Vitamin D (mcg/d),2015,Quebec,Male,14-18,124,6.9,0.4,2.7,0.4,3.4,0.4,4.7,0.4,6.4,0.4,8.7,0.5,11.1,0.7,12.6,0.9,,,,,100.0,0,0,,10.0,84.4,3.6,0.0144997615,,,,,,,,,,,6.9,,
Vitamin D (mcg/d),2015,Quebec,Female,14-18,116,5.6,0.4,1.9,0.2,2.4,0.3,3.5,0.3,5.1,0.4,7.1,0.5,9.5,0.7,10.9,0.9,,,,,100.0,0,0,,10.0,92.0,2.5,0.9012352570000001,,,,,,,,,,,,5.6,
Vitamin D (mcg/d),2015,Quebec,Male,19-30,140,5.6,0.5,2.2,0.4E,2.7,0.5E,3.7,0.5,5.2,0.5,6.9,0.7,9.1,0.9,10.6,1.1,,,,,100.0,0,0,,10.0,93.4,3.2,0.1964125752,,,,,,,,,,,5.6,,
Vitamin D (mcg/d),2015,Quebec,Female,19-30,154,5.0,0.4,1.6,0.3E,2.1,0.3,3.1,0.3,4.5,0.4,6.4,0.5,8.5,0.8,9.9,1.0,,,,,100.0,0,0,,10.0,95.2,2.2,0.742,,,,,,,,,,,,5.0,
Vitamin D (mcg/d),2015,Quebec,Male,31-50,346,5.2,0.3,2.0,0.3,2.5,0.3,3.4,0.3,4.7,0.3,6.5,0.4,8.4,0.6,9.8,0.8,,,,,100.0,0,0,,10.0,95.5,1.8,0.0,,,,,,,,,,,5.2,,
Vitamin D (mcg/d),2015,Quebec,Female,31-50,361,4.8,0.3,1.8,0.2,2.2,0.3,3.1,0.3,4.4,0.3,6.0,0.4,8.0,0.6,9.3,0.8,,,,,100.0,0,0,,10.0,96.5,1.8,0.01,,,,,,,,,,,,4.8,
Vitamin D (mcg/d),2015,Quebec,Male,51-70,341,6.7,0.4,2.3,0.4E,2.9,0.4,4.1,0.4,6.0,0.4,8.5,0.5,11.5,0.9,13.5,1.2,,,,,100.0,0,0,,10.0,84.3,3.3,0.042856736799999996,,,,,,,,,,,6.7,,
Vitamin D (mcg/d),2015,Quebec,Female,51-70,351,4.4,0.2,1.9,0.3,2.3,0.2,3.0,0.2,4.1,0.2,5.4,0.3,6.9,0.4,7.9,0.6,,,,,100.0,0,0,,10.0,98.8,0.8,0.048,,,,,,,,,,,,4.4,
Vitamin D (mcg/d),2015,Quebec,Male,71 years and over,182,5.1,0.4,1.8,0.2,2.2,0.2,3.2,0.3,4.5,0.4,6.4,0.5,8.5,0.7,10.0,0.8,,,,,100.0,0,0,,10.0,95.1,2,0.022000000000000002,,,,,,,,,,,5.1,,
Vitamin D (mcg/d),2015,Quebec,Female,71 years and over,247,4.2,0.2,1.9,0.2,2.2,0.3,3.0,0.2,3.9,0.2,5.2,0.3,6.5,0.4,7.4,0.5,,,,,100.0,0,0,,10.0,99.4,0.6,0.052000000000000005,,,,,,,,,,,,4.2,
Vitamin D (mcg/d),2015,Quebec,Male,19 years and over,1009,5.7,0.2,2.1,0.2,2.6,0.2,3.7,0.2,5.2,0.2,7.2,0.3,9.5,0.4,11.0,0.5,,,,,100.0,0,0,,10.0,92.1,1.4,1.22962175093279e-06,,,,,,,,,,,5.7,,
Vitamin D (mcg/d),2015,Quebec,Female,19 years and over,1113,4.6,0.2,1.8,0.1,2.2,0.1,3.0,0.1,4.2,0.1,5.8,0.2,7.5,0.3,8.8,0.4,,,,,100.0,0,0,,10.0,97.6,0.7,0.0013372707999999998,,,,,,,,,,,,4.6,
Vitamin D (mcg/d),2004,Quebec,Both,1-3,311,6.7,0.3,2.3,0.2,3.0,0.2,4.4,0.2,6.3,0.3,8.6,0.3,10.9,0.4,12.5,0.5,,,,,63.0,0,0,,10.0,85.3,2.1,,,,,,,,,,,,,,6.7
Vitamin D (mcg/d),2004,Quebec,Both,4-8,485,6.5,0.2,3.0,0.2,3.6,0.2,4.7,0.2,6.2,0.2,7.9,0.3,9.7,0.5,10.9,0.6,,,,,75.0,0,0,,10.0,91.5,2.3,,,,,,,,,,,,,,6.5
Vitamin D (mcg/d),2004,Quebec,Male,9-13,277,7.4,0.3,3.5,0.3,4.1,0.3,5.3,0.3,7.0,0.3,9.0,0.4,11.1,0.6,12.5,0.7,,,,,100.0,0,0,,10.0,83.4,3.5,,,,,,,,,,,,7.4,,
Vitamin D (mcg/d),2004,Quebec,Female,9-13,281,6.1,0.3,2.4,0.2,3.0,0.3,4.1,0.3,5.7,0.3,7.7,0.4,9.8,0.5,11.3,0.6,,,,,100.0,0,0,,10.0,91.0,2.2,,,,,,,,,,,,,6.1,
Vitamin D (mcg/d),2004,Quebec,Male,14-18,339,7.8,0.4,3.3,0.4,4.0,0.4,5.3,0.4,7.3,0.4,9.7,0.5,12.4,0.8,14.3,1.0,,,,,100.0,0,0,,10.0,77.1,4,,,,,,,,,,,,7.8,,
Vitamin D (mcg/d),2004,Quebec,Female,14-18,321,5.5,0.3,1.8,0.2,2.3,0.2,3.4,0.3,5.0,0.3,7.0,0.4,9.3,0.6,11.1,0.8,,,,,100.0,0,0,,10.0,92.2,2.3,,,,,,,,,,,,,5.5,
Vitamin D (mcg/d),2004,Quebec,Male,19-30,237,6.2,0.5,2.4,0.5E,3.0,0.5E,4.1,0.5,5.7,0.5,7.7,0.6,9.9,0.8,11.4,1.0,,,,,100.0,0,0,,10.0,90.3,3.4,,,,,,,,,,,,6.2,,
Vitamin D (mcg/d),2004,Quebec,Female,19-30,249,5.1,0.3,1.8,0.3E,2.2,0.3,3.2,0.3,4.6,0.3,6.5,0.5,8.6,0.7,10.1,0.9,,,,,100.0,0,0,,10.0,94.8,2.1,,,,,,,,,,,,,5.1,
Vitamin D (mcg/d),2004,Quebec,Male,31-50,423,6.4,0.4,2.6,0.4,3.2,0.4,4.3,0.4,5.9,0.4,7.9,0.5,10.2,0.7,11.8,0.9,,,,,100.0,0,0,,10.0,89.1,3.3,,,,,,,,,,,,6.4,,
Vitamin D (mcg/d),2004,Quebec,Female,31-50,364,5.7,0.4,2.2,0.3,2.7,0.3,3.7,0.3,5.2,0.3,7.2,0.5,9.4,0.7,10.9,1.0,,,,,100.0,0,0,,10.0,92.5,2.7,,,,,,,,,,,,,5.7,
Vitamin D (mcg/d),2004,Quebec,Male,51-70,387,7.4,0.4,2.6,0.4,3.2,0.4,4.6,0.4,6.6,0.4,9.4,0.6,12.6,1.1,15.0,1.4,,,,,100.0,0,0,,10.0,78.9,4.1,,,,,,,,,,,,7.4,,
Vitamin D (mcg/d),2004,Quebec,Female,51-70,467,4.9,0.2,2.2,0.3,2.6,0.3,3.4,0.2,4.6,0.2,6.0,0.3,7.6,0.5,8.8,0.6,,,,,100.0,0,0,,10.0,97.7,1.2,,,,,,,,,,,,,4.9,
Vitamin D (mcg/d),2004,Quebec,Male,71 years and over,132,5.9,0.5,2.2,0.3,2.7,0.3,3.7,0.4,5.4,0.5,7.5,0.7,10.0,0.9,11.5,1.1,,,,,100.0,0,0,,10.0,90.3,3.6,,,,,,,,,,,,5.9,,
Vitamin D (mcg/d),2004,Quebec,Female,71 years and over,215,4.9,0.3,2.3,0.3,2.7,0.3,3.5,0.3,4.6,0.3,6.0,0.3,7.5,0.5,8.6,0.6,,,,,100.0,0,0,,10.0,98.1,1.1,,,,,,,,,,,,,4.9,
Vitamin D (mcg/d),2004,Quebec,Male,19 years and over,1179,6.6,0.2,2.5,0.2,3.1,0.2,4.3,0.2,6.0,0.2,8.3,0.3,10.8,0.4,12.6,0.5,,,,,100.0,0,0,,10.0,86.4,1.8,,,,,,,,,,,,6.6,,
Vitamin D (mcg/d),2004,Quebec,Female,19 years and over,1295,5.2,0.2,2.1,0.1,2.5,0.1,3.5,0.1,4.8,0.2,6.5,0.2,8.4,0.3,9.7,0.4,,,,,100.0,0,0,,10.0,95.9,1,,,,,,,,,,,,,5.2,
Total fats (g/d),2015,Quebec,Both,1-3,198,48.42,1.59,27.48,1.71,31.25,1.67,38.38,1.62,47.27,1.63,57.27,1.81,67.17,2.19,72.87,2.48,,,,,,,,,,,,,,,,,,,,,,,,,48.42
Total fats (g/d),2015,Quebec,Both,4-8,195,61.65,1.68,43.65,3.59,47.02,3.08,53.25,2.23,60.9,1.7,69.17,2.41,77.14,3.87,82.32,4.97,,,,,,,,,,,,,,,,,,,,,,,,,61.65
Total fats (g/d),2015,Quebec,Male,9-13,177,78.69,2.45,47.5,2.76,52.94,2.64,63.2,2.46,76.39,2.45,91.77,2.93,107.5,3.88,116.96,4.58,,,,,,,,,,,,,,,,,,,,,,,78.69,,
Total fats (g/d),2015,Quebec,Female,9-13,117,71.62,2.65,45.52,3.19,50.36,2.95,59.52,2.62,70.27,2.65,82.41,3.18,94.76,4.26,101.79,5.0,,,,,,,,,,,,,,,,,,,,,,,,71.62,
Total fats (g/d),2015,Quebec,Male,14-18,124,98.72,4.14,60.08,4.4,67.29,4.12,80.33,3.91,96.11,4.04,114.66,5.2,133.51,7.19,144.27,8.56,,,,,,,,,,,,,,,,,,,,,,,98.72,,
Total fats (g/d),2015,Quebec,Female,14-18,116,71.61,2.7,40.25,2.57,45.65,2.51,56.42,2.57,69.45,2.69,84.64,3.24,100.34,4.26,109.26,4.95,,,,,,,,,,,,,,,,,,,,,,,,71.61,
Total fats (g/d),2015,Quebec,Male,19-30,140,96.79,5.42,58.22,6.54,64.87,6.04,77.83,5.34,94.65,5.26,112.17,7.1,132.96,9.64,145.25,11.8,,,,,,,,,,,,,,,,,,,,,,,96.79,,
Total fats (g/d),2015,Quebec,Female,19-30,154,69.91,2.96,42.1,3.93,47.1,3.57,56.98,2.94,68.27,2.9,81.48,4.02,94.44,5.83,102.34,6.97,,,,,,,,,,,,,,,,,,,,,,,,69.91,
Total fats (g/d),2015,Quebec,Male,31-50,346,90.38,3.58,48.4,3.56,56.59,3.63,69.55,3.55,87.26,3.63,108.15,4.19,128.67,5.15,142.67,6.07,,,,,,,,,,,,,,,,,,,,,,,90.38,,
Total fats (g/d),2015,Quebec,Female,31-50,361,68.55,2.17,42.96,4.21,47.84,3.69,56.12,2.85,67.11,2.21,79.07,2.95,91.62,4.78,99.41,6.17,,,,,,,,,,,,,,,,,,,,,,,,68.55,
Total fats (g/d),2015,Quebec,Male,51-70,341,84.37,2.75,43.47,2.7,50.43,2.63,63.44,2.6,81.01,2.71,101.53,3.37,122.86,4.53,136.26,5.57,,,,,,,,,,,,,,,,,,,,,,,84.37,,
Total fats (g/d),2015,Quebec,Female,51-70,351,62.8,1.98,35.01,2.13,39.86,2.05,49.07,1.95,61.05,2.0,74.43,2.33,87.93,2.99,97.17,3.56,,,,,,,,,,,,,,,,,,,,,,,,62.8,
Total fats (g/d),2015,Quebec,Male,71 years and over,182,66.02,2.68,33.28,2.64,38.96,2.66,49.69,2.64,63.58,2.71,79.61,3.08,96.11,3.78,106.12,4.51,,,,,,,,,,,,,,,,,,,,,,,66.02,,
Total fats (g/d),2015,Quebec,Female,71 years and over,247,50.07,1.58,27.99,1.57,31.84,1.51,39.27,1.42,48.61,1.55,59.39,2.0,69.9,2.7,76.45,3.27,,,,,,,,,,,,,,,,,,,,,,,,50.07,
Total fats (g/d),2015,Quebec,Male,19 years and over,1009,86.61,1.92,44.57,1.68,51.69,1.66,65.51,1.68,83.42,1.87,104.04,2.39,125.62,3.09,139.55,3.76,,,,,,,,,,,,,,,,,,,,,,,86.61,,
Total fats (g/d),2015,Quebec,Female,19 years and over,1113,64.06,1.19,36.91,1.45,41.52,1.39,50.71,1.23,62.26,1.18,75.59,1.5,88.73,2.04,97.41,2.54,,,,,,,,,,,,,,,,,,,,,,,,64.06,
Total fats (g/d),2004,Quebec,Both,1-3,311,51.63,1.58,30.08,1.72,33.96,1.66,41.29,1.61,50.52,1.6,60.72,1.81,70.52,2.17,77.43,2.58,,,,,,,,,,,,,,,,,,,,,,,,,51.63
Total fats (g/d),2004,Quebec,Both,4-8,485,70.25,1.65,50.23,3.99,54.27,3.4,60.91,2.39,69.44,1.68,78.65,2.46,87.43,4.08,93.31,5.29,,,,,,,,,,,,,,,,,,,,,,,,,70.25
Total fats (g/d),2004,Quebec,Male,9-13,277,92.53,3.06,57.01,3.32,63.35,3.2,75.01,3.02,90.13,3.05,107.48,3.57,125.05,4.64,135.93,5.41,,,,,,,,,,,,,,,,,,,,,,,92.53,,
